Date,District/City,Minimum Rate,Maximum Rate,Average Rate
1/31/2024,Dera Ghazi Khan,4420,5050,4735
1/31/2024,Dunga Bunga,4460,4790,4625
1/31/2024,Faisalabad,4490,4630,4560
1/31/2024,Faqirwali,4580,5060,4820
1/31/2024,Fazil Pur,4990,5000,4995
1/31/2024,Fortabbas,4910,4950,4930
1/31/2024,Gujranwala,4550,4760,4655
1/31/2024,Haroonabad,4680,4750,4715
1/31/2024,Hasilpur,4930,5000,4965
1/31/2024,Islamabad,4690,4720,4705
1/31/2024,Kahror Pakka,4400,4460,4430
1/31/2024,Khanpur,4650,4720,4685
1/31/2024,khanewal,4780,4910,4845
1/31/2024,Layyah,4470,4850,4660
1/31/2024,Lahore,4470,4710,4590
1/31/2024,Lodhran,4610,5030,4820
1/31/2024,Multan,4460,4820,4640
1/31/2024,Mianwali,4410,4480,4445
1/31/2024,Mian Channu,4570,5030,4800
1/31/2024,Minchanabad,4960,5010,4985
1/31/2024,Muzaffargarh,4400,4850,4625
1/31/2024,Okara,4690,4720,4705
1/31/2024,Pakpattan Sharif,5010,5100,5055
1/31/2024,Rahim Yar Khan,4650,4820,4735
1/31/2024,Rajanpur,4420,4760,4590
1/31/2024,Rawalpindi,4460,4460,4460
1/31/2024,Sadiqabad,4810,4850,4830
1/31/2024,Sargodha,4600,4850,4725
1/31/2024,Sheikhupura,4490,5000,4745
1/31/2024,Vehari,4800,4820,4810
1/31/2024,Naushahro Feroze,4690,4730,4710
1/31/2024,Shikarpur,4490,4760,4625
1/31/2024,Sukkur,4510,4610,4560
1/31/2024,Dadu,4640,4750,4695
1/31/2024,Hyderabad,4830,4920,4875
1/31/2024,Ghotki,4680,5000,4840
1/31/2024,Jhuddo,4700,4900,4800
1/31/2024,Karachi,4450,4630,4540
1/31/2024,Kunri,4440,4620,4530
1/31/2024,Larkana,4590,5090,4840
1/31/2024,Mehrabpur,4580,4660,4620
1/31/2024,Mirpur Khas,4520,4670,4595
1/31/2024,Nawab Shah,4790,5060,4925
1/31/2024,Sakrand,4830,4850,4840
1/31/2024,Sanghar,4800,4990,4895
1/31/2024,ShahdadPur,4890,4890,4890
1/31/2024,Tando Allah Yar,4430,4460,4445
1/31/2024,Tando Muhammad Khan,4550,4900,4725
1/31/2024,Sibi,4790,4970,4880
1/31/2024,Quetta,4740,5100,4920
1/31/2024,Bara,4700,4700,4700
1/31/2024,Landi Kotal,4620,4960,4790
2/1/2024,Bunner,4420,4790,4605
2/1/2024,Mardan,4600,4700,4650
2/1/2024,Peshawar,4420,4990,4705
2/1/2024,Arifwala,4610,4980,4795
2/1/2024,Chowk Azam,4640,4700,4670
2/1/2024,Pattoki,4660,4720,4690
2/1/2024,Sahiwal,4600,5090,4845
2/1/2024,Gojra,4620,4890,4755
2/1/2024,Kamalia,4490,4900,4695
2/1/2024,Kasur,4490,4590,4540
2/1/2024,Shorkot,4440,5090,4765
2/1/2024,Sialkot,4420,4520,4470
2/1/2024,Ali Pur,4670,5010,4840
2/1/2024,AhmadPur Sharqia,4670,4800,4735
2/1/2024,Bahawalnagar,4690,4860,4775
2/1/2024,Bahawalpur,4550,4620,4585
2/1/2024,Bhakkar,4750,4970,4860
2/1/2024,Burewala,4800,5000,4900
2/1/2024,Chichawatni,4460,4520,4490
2/1/2024,Chishtian,4840,5080,4960
2/1/2024,Chakwal,4640,5060,4850
2/1/2024,Chowk Munda,4550,4780,4665
2/1/2024,Dera Ghazi Khan,4930,5020,4975
2/1/2024,Dunga Bunga,4530,4820,4675
2/1/2024,Faisalabad,4890,5080,4985
2/1/2024,Faqirwali,4640,4750,4695
2/1/2024,Fazil Pur,4700,5000,4850
2/1/2024,Fortabbas,4670,4850,4760
2/1/2024,Gujranwala,4510,5080,4795
2/1/2024,Haroonabad,4550,4910,4730
2/1/2024,Hasilpur,4680,4720,4700
2/1/2024,Islamabad,4620,4640,4630
2/1/2024,Kahror Pakka,4610,4980,4795
2/1/2024,Khanpur,4590,4650,4620
2/1/2024,khanewal,4570,5010,4790
2/1/2024,Layyah,4650,4850,4750
2/1/2024,Lahore,4560,5050,4805
2/1/2024,Lodhran,4510,4860,4685
2/1/2024,Multan,4680,5050,4865
2/1/2024,Mianwali,4430,4760,4595
2/1/2024,Mian Channu,4860,4980,4920
2/1/2024,Minchanabad,4560,4700,4630
2/1/2024,Muzaffargarh,4710,4840,4775
2/1/2024,Okara,4680,4850,4765
2/1/2024,Pakpattan Sharif,4590,5100,4845
2/1/2024,Rahim Yar Khan,4580,4750,4665
2/1/2024,Rajanpur,4790,4970,4880
2/1/2024,Rawalpindi,4700,4810,4755
2/1/2024,Sadiqabad,4670,4700,4685
2/1/2024,Sargodha,4820,4890,4855
2/1/2024,Sheikhupura,4520,4640,4580
2/1/2024,Vehari,4650,5090,4870
2/1/2024,Naushahro Feroze,4690,4700,4695
2/1/2024,Shikarpur,4510,4880,4695
2/1/2024,Sukkur,4720,5020,4870
2/1/2024,Dadu,4510,4900,4705
2/1/2024,Hyderabad,4490,4660,4575
2/1/2024,Ghotki,4510,5020,4765
2/1/2024,Jhuddo,4500,4550,4525
2/1/2024,Karachi,4670,4860,4765
2/1/2024,Kunri,4630,4850,4740
2/1/2024,Larkana,4640,4870,4755
2/1/2024,Mehrabpur,4540,4880,4710
2/1/2024,Mirpur Khas,4560,4630,4595
2/1/2024,Nawab Shah,4700,5060,4880
2/1/2024,Sakrand,4830,5030,4930
2/1/2024,Sanghar,4490,5060,4775
2/1/2024,ShahdadPur,4500,4760,4630
2/1/2024,Tando Allah Yar,4840,4910,4875
2/1/2024,Tando Muhammad Khan,4520,4560,4540
2/1/2024,Sibi,4600,5000,4800
2/1/2024,Quetta,4510,5020,4765
2/1/2024,Bara,4400,5110,4755
2/1/2024,Landi Kotal,5060,5110,5085
2/2/2024,Bunner,4520,4810,4665
2/2/2024,Mardan,4970,5000,4985
2/2/2024,Peshawar,4630,5060,4845
2/2/2024,Arifwala,4610,4940,4775
2/2/2024,Chowk Azam,4580,4950,4765
2/2/2024,Pattoki,4850,5000,4925
2/2/2024,Sahiwal,4675,4800,4737.5
2/2/2024,Gojra,4860,4940,4900
2/2/2024,Kamalia,4440,4490,4465
2/2/2024,Kasur,4400,5110,4755
2/2/2024,Shorkot,4500,4720,4610
2/2/2024,Sialkot,4550,4850,4700
2/2/2024,Ali Pur,4660,4890,4775
2/2/2024,AhmadPur Sharqia,4740,4910,4825
2/2/2024,Bahawalnagar,4420,4900,4660
2/2/2024,Bahawalpur,4420,4620,4520
2/2/2024,Bhakkar,4460,4970,4715
2/2/2024,Burewala,4430,5110,4770
2/2/2024,Chichawatni,4660,4700,4680
2/2/2024,Chishtian,4640,5040,4840
2/2/2024,Chakwal,4760,5100,4930
2/2/2024,Chowk Munda,5000,5070,5035
2/2/2024,Dera Ghazi Khan,4750,4900,4825
2/2/2024,Dunga Bunga,4580,4950,4765
2/2/2024,Faisalabad,4720,4780,4750
2/2/2024,Faqirwali,4450,4480,4465
2/2/2024,Fazil Pur,4420,5050,4735
2/2/2024,Fortabbas,4690,4850,4770
2/2/2024,Gujranwala,4440,5030,4735
2/2/2024,Haroonabad,4700,4700,4700
2/2/2024,Hasilpur,4880,4890,4885
2/2/2024,Islamabad,4580,4700,4640
2/2/2024,Kahror Pakka,4490,4970,4730
2/2/2024,Khanpur,4680,4840,4760
2/2/2024,khanewal,4550,4580,4565
2/2/2024,Layyah,4740,4780,4760
2/2/2024,Lahore,4620,5060,4840
2/2/2024,Lodhran,4430,4990,4710
2/2/2024,Multan,4480,4700,4590
2/2/2024,Mianwali,4790,5000,4895
2/2/2024,Mian Channu,4670,5080,4875
2/2/2024,Minchanabad,4530,4760,4645
2/2/2024,Muzaffargarh,4880,4920,4900
2/2/2024,Okara,4860,5050,4955
2/2/2024,Pakpattan Sharif,4410,4880,4645
2/2/2024,Rahim Yar Khan,4540,4770,4655
2/2/2024,Rajanpur,4660,4930,4795
2/2/2024,Rawalpindi,4720,4770,4745
2/2/2024,Sadiqabad,4650,4670,4660
2/2/2024,Sargodha,4420,5000,4710
2/2/2024,Sheikhupura,4430,4520,4475
2/2/2024,Vehari,4460,4730,4595
2/2/2024,Naushahro Feroze,4600,4660,4630
2/2/2024,Shikarpur,4750,4910,4830
2/2/2024,Sukkur,4860,5080,4970
2/2/2024,Dadu,4560,4720,4640
2/2/2024,Hyderabad,4570,4770,4670
2/2/2024,Ghotki,4540,4720,4630
2/2/2024,Jhuddo,4750,4790,4770
2/2/2024,Karachi,4990,5100,5045
2/2/2024,Kunri,4410,5090,4750
2/2/2024,Larkana,4770,4890,4830
2/2/2024,Mehrabpur,4410,4420,4415
2/2/2024,Mirpur Khas,4870,4930,4900
2/2/2024,Nawab Shah,4600,4770,4685
2/2/2024,Sakrand,4690,4790,4740
2/2/2024,Sanghar,4650,4800,4725
2/2/2024,ShahdadPur,4570,5020,4795
2/2/2024,Tando Allah Yar,4440,4570,4505
2/2/2024,Tando Muhammad Khan,4830,5060,4945
2/2/2024,Sibi,4480,4770,4625
2/2/2024,Quetta,4730,4930,4830
2/2/2024,Bara,4780,5010,4895
2/2/2024,Landi Kotal,4700,4770,4735
2/3/2024,Bunner,4500,4920,4710
2/3/2024,Mardan,4470,4870,4670
2/3/2024,Peshawar,4400,4440,4420
2/3/2024,Arifwala,4470,4950,4710
2/3/2024,Chowk Azam,4600,4670,4635
2/3/2024,Pattoki,4420,4640,4530
2/3/2024,Sahiwal,4630,5110,4870
2/3/2024,Gojra,4940,5020,4980
2/3/2024,Kamalia,4750,4870,4810
2/3/2024,Kasur,4600,4700,4650
2/3/2024,Shorkot,4590,4880,4735
2/3/2024,Sialkot,4510,5090,4800
2/3/2024,Ali Pur,4500,4610,4555
2/3/2024,AhmadPur Sharqia,4850,5070,4960
2/3/2024,Bahawalnagar,4600,4930,4765
2/3/2024,Bahawalpur,4640,4900,4770
2/3/2024,Bhakkar,4600,4680,4640
2/3/2024,Burewala,4675,4750,4712.5
2/3/2024,Chichawatni,4550,4850,4700
2/3/2024,Chishtian,4700,4700,4700
2/3/2024,Chakwal,4690,4760,4725
2/3/2024,Chowk Munda,4440,4750,4595
2/3/2024,Dera Ghazi Khan,4670,4850,4760
2/3/2024,Dunga Bunga,4470,5080,4775
2/3/2024,Faisalabad,4700,4750,4725
2/3/2024,Faqirwali,4460,4980,4720
2/3/2024,Fazil Pur,4510,4970,4740
2/3/2024,Fortabbas,4540,4750,4645
2/3/2024,Gujranwala,4540,4640,4590
2/3/2024,Haroonabad,4600,4910,4755
2/3/2024,Hasilpur,4570,5050,4810
2/3/2024,Islamabad,5010,5020,5015
2/3/2024,Kahror Pakka,4740,4870,4805
2/3/2024,Khanpur,4570,4650,4610
2/3/2024,khanewal,4610,4770,4690
2/3/2024,Layyah,4440,5100,4770
2/3/2024,Lahore,4550,5060,4805
2/3/2024,Lodhran,4990,5030,5010
2/3/2024,Multan,4550,4700,4625
2/3/2024,Mianwali,4580,5010,4795
2/3/2024,Mian Channu,4600,4920,4760
2/3/2024,Minchanabad,4800,5000,4900
2/3/2024,Muzaffargarh,4480,4490,4485
2/3/2024,Okara,4660,4850,4755
2/3/2024,Pakpattan Sharif,4620,4780,4700
2/3/2024,Rahim Yar Khan,4600,5000,4800
2/3/2024,Rajanpur,4960,5060,5010
2/3/2024,Rawalpindi,4670,4700,4685
2/3/2024,Sadiqabad,4750,4790,4770
2/3/2024,Sargodha,4910,5060,4985
2/3/2024,Sheikhupura,4440,4460,4450
2/3/2024,Vehari,4410,4810,4610
2/3/2024,Naushahro Feroze,4560,4680,4620
2/3/2024,Shikarpur,4960,5110,5035
2/3/2024,Sukkur,4620,4880,4750
2/3/2024,Dadu,4450,4700,4575
2/3/2024,Hyderabad,4580,4800,4690
2/3/2024,Ghotki,4580,4890,4735
2/3/2024,Jhuddo,4700,5050,4875
2/3/2024,Karachi,4920,5060,4990
2/3/2024,Kunri,4500,4860,4680
2/3/2024,Larkana,4430,4650,4540
2/3/2024,Mehrabpur,4620,4810,4715
2/3/2024,Mirpur Khas,4800,4850,4825
2/3/2024,Nawab Shah,4820,4970,4895
2/3/2024,Sakrand,5040,5050,5045
2/3/2024,Sanghar,4520,4680,4600
2/3/2024,ShahdadPur,4880,5030,4955
2/3/2024,Tando Allah Yar,4730,5080,4905
2/3/2024,Tando Muhammad Khan,4640,5070,4855
2/3/2024,Sibi,4700,4850,4775
2/3/2024,Quetta,4600,5100,4850
2/3/2024,Bara,4760,5060,4910
2/3/2024,Landi Kotal,4800,4890,4845
2/4/2024,Bunner,4740,5090,4915
2/4/2024,Mardan,4510,4580,4545
2/4/2024,Peshawar,4560,4980,4770
2/4/2024,Arifwala,4790,4920,4855
2/4/2024,Chowk Azam,4500,4860,4680
2/4/2024,Pattoki,4500,5080,4790
2/4/2024,Sahiwal,4740,4740,4740
2/4/2024,Gojra,4650,5050,4850
2/4/2024,Kamalia,4690,4740,4715
2/4/2024,Kasur,4780,4920,4850
2/4/2024,Shorkot,4520,4770,4645
2/4/2024,Sialkot,4500,5000,4750
2/4/2024,Ali Pur,4440,4540,4490
2/4/2024,AhmadPur Sharqia,4420,4690,4555
2/4/2024,Bahawalnagar,4570,4670,4620
2/4/2024,Bahawalpur,4770,4840,4805
2/4/2024,Bhakkar,4820,5060,4940
2/4/2024,Burewala,4640,4660,4650
2/4/2024,Chichawatni,4580,4670,4625
2/4/2024,Chishtian,4410,4950,4680
2/4/2024,Chakwal,4890,5010,4950
2/4/2024,Chowk Munda,4600,4690,4645
2/4/2024,Dera Ghazi Khan,4570,4700,4635
2/4/2024,Dunga Bunga,4470,4690,4580
2/4/2024,Faisalabad,4700,4740,4720
2/4/2024,Faqirwali,4750,4900,4825
2/4/2024,Fazil Pur,4430,4520,4475
2/4/2024,Fortabbas,4620,5070,4845
2/4/2024,Gujranwala,4470,4640,4555
2/4/2024,Haroonabad,4810,4940,4875
2/4/2024,Hasilpur,4960,4980,4970
2/4/2024,Islamabad,5020,5030,5025
2/4/2024,Kahror Pakka,4690,4790,4740
2/4/2024,Khanpur,4800,4900,4850
2/4/2024,khanewal,4440,4560,4500
2/4/2024,Layyah,4770,5010,4890
2/4/2024,Lahore,4630,4930,4780
2/4/2024,Lodhran,4520,5110,4815
2/4/2024,Multan,4860,5030,4945
2/4/2024,Mianwali,4420,4630,4525
2/4/2024,Mian Channu,4600,4760,4680
2/4/2024,Minchanabad,4540,5040,4790
2/4/2024,Muzaffargarh,4690,4880,4785
2/4/2024,Okara,4800,4910,4855
2/4/2024,Pakpattan Sharif,4700,4910,4805
2/4/2024,Rahim Yar Khan,4410,4950,4680
2/4/2024,Rajanpur,4600,4920,4760
2/4/2024,Rawalpindi,4750,4870,4810
2/4/2024,Sadiqabad,4750,4800,4775
2/4/2024,Sargodha,4870,4870,4870
2/4/2024,Sheikhupura,4400,4660,4530
2/4/2024,Vehari,4620,4930,4775
2/4/2024,Naushahro Feroze,4520,4650,4585
2/4/2024,Shikarpur,4660,4850,4755
2/4/2024,Sukkur,4990,5050,5020
2/4/2024,Dadu,4680,4700,4690
2/4/2024,Hyderabad,4540,4590,4565
2/4/2024,Ghotki,4400,4580,4490
2/4/2024,Jhuddo,4400,5020,4710
2/4/2024,Karachi,4740,5020,4880
2/4/2024,Kunri,4420,5080,4750
2/4/2024,Larkana,4720,4980,4850
2/4/2024,Mehrabpur,4410,4720,4565
2/4/2024,Mirpur Khas,4780,4820,4800
2/4/2024,Nawab Shah,4650,4870,4760
2/4/2024,Sakrand,4660,4680,4670
2/4/2024,Sanghar,4660,4670,4665
2/4/2024,ShahdadPur,4460,4570,4515
2/4/2024,Tando Allah Yar,4540,4600,4570
2/4/2024,Tando Muhammad Khan,4570,4930,4750
2/4/2024,Sibi,4650,5000,4825
2/4/2024,Quetta,4490,4890,4690
2/4/2024,Bara,4810,4850,4830
2/4/2024,Landi Kotal,4720,4820,4770
2/5/2024,Bunner,4700,4700,4700
2/5/2024,Mardan,4900,4920,4910
2/5/2024,Peshawar,4700,5060,4880
2/5/2024,Arifwala,4430,4720,4575
2/5/2024,Chowk Azam,4840,4880,4860
2/5/2024,Pattoki,4820,5020,4920
2/5/2024,Sahiwal,4600,4610,4605
2/5/2024,Gojra,4850,4900,4875
2/5/2024,Kamalia,4850,5070,4960
2/5/2024,Kasur,4870,4910,4890
2/5/2024,Shorkot,4800,4850,4825
2/5/2024,Sialkot,4610,4910,4760
2/5/2024,Ali Pur,4530,5030,4780
2/5/2024,AhmadPur Sharqia,4730,4860,4795
2/5/2024,Bahawalnagar,4630,4940,4785
2/5/2024,Bahawalpur,4440,4570,4505
2/5/2024,Bhakkar,4430,4480,4455
2/5/2024,Burewala,4590,4920,4755
2/5/2024,Chichawatni,4840,5010,4925
2/5/2024,Chishtian,4630,4760,4695
2/5/2024,Chakwal,4620,4820,4720
2/5/2024,Chowk Munda,4880,5000,4940
2/5/2024,Dera Ghazi Khan,4820,4870,4845
2/5/2024,Dunga Bunga,4740,4800,4770
2/5/2024,Faisalabad,4720,4900,4810
2/5/2024,Faqirwali,4800,4870,4835
2/5/2024,Fazil Pur,4490,4990,4740
2/5/2024,Fortabbas,4720,4840,4780
2/5/2024,Gujranwala,4560,4720,4640
2/5/2024,Haroonabad,4480,4940,4710
2/5/2024,Hasilpur,4590,4720,4655
2/5/2024,Islamabad,4680,4990,4835
2/5/2024,Kahror Pakka,4710,4720,4715
2/5/2024,Khanpur,4750,4800,4775
2/5/2024,khanewal,4540,4610,4575
2/5/2024,Layyah,4700,5050,4875
2/5/2024,Lahore,4520,4570,4545
2/5/2024,Lodhran,4440,4970,4705
2/5/2024,Multan,4630,4710,4670
2/5/2024,Mianwali,4730,4790,4760
2/5/2024,Mian Channu,5060,5090,5075
2/5/2024,Minchanabad,4410,4720,4565
2/5/2024,Muzaffargarh,4410,4710,4560
2/5/2024,Okara,4590,4670,4630
2/5/2024,Pakpattan Sharif,4500,4920,4710
2/5/2024,Rahim Yar Khan,4910,4970,4940
2/5/2024,Rajanpur,4710,5070,4890
2/5/2024,Rawalpindi,4460,4720,4590
2/5/2024,Sadiqabad,4530,4540,4535
2/5/2024,Sargodha,4560,4780,4670
2/5/2024,Sheikhupura,4500,4650,4575
2/5/2024,Vehari,4800,4800,4800
2/5/2024,Naushahro Feroze,4830,5000,4915
2/5/2024,Shikarpur,4630,5100,4865
2/5/2024,Sukkur,4530,4860,4695
2/5/2024,Dadu,4580,4830,4705
2/5/2024,Hyderabad,4500,5060,4780
2/5/2024,Ghotki,4470,4500,4485
2/5/2024,Jhuddo,4450,4480,4465
2/5/2024,Karachi,4500,4700,4600
2/5/2024,Kunri,4750,5100,4925
2/5/2024,Larkana,4590,4740,4665
2/5/2024,Mehrabpur,4700,4760,4730
2/5/2024,Mirpur Khas,4460,4520,4490
2/5/2024,Nawab Shah,4590,4750,4670
2/5/2024,Sakrand,4490,4760,4625
2/5/2024,Sanghar,4770,4880,4825
2/5/2024,ShahdadPur,4470,4700,4585
2/5/2024,Tando Allah Yar,4510,4630,4570
2/5/2024,Tando Muhammad Khan,4450,5040,4745
2/5/2024,Sibi,4480,5090,4785
2/5/2024,Quetta,4660,4930,4795
2/5/2024,Bara,4650,4990,4820
2/5/2024,Landi Kotal,4670,4940,4805
2/6/2024,Bunner,4440,4890,4665
2/6/2024,Mardan,4800,4940,4870
2/6/2024,Peshawar,4500,4750,4625
2/6/2024,Arifwala,4500,5080,4790
2/6/2024,Chowk Azam,4410,4700,4555
2/6/2024,Pattoki,4540,4600,4570
2/6/2024,Sahiwal,4540,4950,4745
2/6/2024,Gojra,4670,4870,4770
2/6/2024,Kamalia,4560,4970,4765
2/6/2024,Kasur,4730,5100,4915
2/6/2024,Shorkot,4850,4870,4860
2/6/2024,Sialkot,4530,4970,4750
2/6/2024,Ali Pur,4520,4800,4660
2/6/2024,AhmadPur Sharqia,4970,5060,5015
2/6/2024,Bahawalnagar,4630,5000,4815
2/6/2024,Bahawalpur,4690,4940,4815
2/6/2024,Bhakkar,4830,5040,4935
2/6/2024,Burewala,4500,5070,4785
2/6/2024,Chichawatni,4930,5030,4980
2/6/2024,Chishtian,4440,4460,4450
2/6/2024,Chakwal,4510,4560,4535
2/6/2024,Chowk Munda,4450,4540,4495
2/6/2024,Dera Ghazi Khan,4810,5070,4940
2/6/2024,Dunga Bunga,4440,5030,4735
2/6/2024,Faisalabad,4630,4950,4790
2/6/2024,Faqirwali,4580,5050,4815
2/6/2024,Fazil Pur,4960,4980,4970
2/6/2024,Fortabbas,4740,5030,4885
2/6/2024,Gujranwala,4580,4770,4675
2/6/2024,Haroonabad,4940,4980,4960
2/6/2024,Hasilpur,4660,4800,4730
2/6/2024,Islamabad,4520,4800,4660
2/6/2024,Kahror Pakka,4480,5090,4785
2/6/2024,Khanpur,4510,5050,4780
2/6/2024,khanewal,4490,4660,4575
2/6/2024,Layyah,4810,4870,4840
2/6/2024,Lahore,4860,5060,4960
2/6/2024,Lodhran,4640,4670,4655
2/6/2024,Multan,4680,4930,4805
2/6/2024,Mianwali,4610,4730,4670
2/6/2024,Mian Channu,4870,4910,4890
2/6/2024,Minchanabad,4600,4700,4650
2/6/2024,Muzaffargarh,4620,4990,4805
2/6/2024,Okara,4660,5000,4830
2/6/2024,Pakpattan Sharif,4700,4750,4725
2/6/2024,Rahim Yar Khan,4900,4910,4905
2/6/2024,Rajanpur,4470,4630,4550
2/6/2024,Rawalpindi,5100,5110,5105
2/6/2024,Sadiqabad,4650,4770,4710
2/6/2024,Sargodha,5000,5100,5050
2/6/2024,Sheikhupura,4450,4600,4525
2/6/2024,Vehari,4740,4950,4845
2/6/2024,Naushahro Feroze,5080,5090,5085
2/6/2024,Shikarpur,4980,5110,5045
2/6/2024,Sukkur,4650,4660,4655
2/6/2024,Dadu,4670,5080,4875
2/6/2024,Hyderabad,4580,4680,4630
2/6/2024,Ghotki,4730,4860,4795
2/6/2024,Jhuddo,4710,5000,4855
2/6/2024,Karachi,4930,5040,4985
2/6/2024,Kunri,4520,4700,4610
2/6/2024,Larkana,4540,4720,4630
2/6/2024,Mehrabpur,4580,4680,4630
2/6/2024,Mirpur Khas,4420,4910,4665
2/6/2024,Nawab Shah,4710,4740,4725
2/6/2024,Sakrand,4440,4830,4635
2/6/2024,Sanghar,4790,5050,4920
2/6/2024,ShahdadPur,4620,4750,4685
2/6/2024,Tando Allah Yar,4810,5070,4940
2/6/2024,Tando Muhammad Khan,4440,4720,4580
2/6/2024,Sibi,4570,5100,4835
2/6/2024,Quetta,4420,5060,4740
2/6/2024,Bara,4540,4550,4545
2/6/2024,Landi Kotal,4430,5090,4760
2/7/2024,Bunner,4530,4610,4570
2/7/2024,Mardan,4500,4600,4550
2/7/2024,Peshawar,4500,4760,4630
2/7/2024,Arifwala,4460,4980,4720
2/7/2024,Chowk Azam,4540,4690,4615
2/7/2024,Pattoki,4440,4950,4695
2/7/2024,Sahiwal,4640,5050,4845
2/7/2024,Gojra,4610,4840,4725
2/7/2024,Kamalia,4580,4700,4640
2/7/2024,Kasur,4580,4700,4640
2/7/2024,Shorkot,4920,5080,5000
2/7/2024,Sialkot,4440,4700,4570
2/7/2024,Ali Pur,4940,4980,4960
2/7/2024,AhmadPur Sharqia,4490,4950,4720
2/7/2024,Bahawalnagar,4550,5000,4775
2/7/2024,Bahawalpur,4640,4970,4805
2/7/2024,Bhakkar,4660,4800,4730
2/7/2024,Burewala,4700,4790,4745
2/7/2024,Chichawatni,4840,5010,4925
2/7/2024,Chishtian,4920,5040,4980
2/7/2024,Chakwal,4870,4980,4925
2/7/2024,Chowk Munda,4750,4800,4775
2/7/2024,Dera Ghazi Khan,4410,4700,4555
2/7/2024,Dunga Bunga,4490,4730,4610
2/7/2024,Faisalabad,4490,4940,4715
2/7/2024,Faqirwali,4530,4550,4540
2/7/2024,Fazil Pur,4650,4690,4670
2/7/2024,Fortabbas,4770,4800,4785
2/7/2024,Gujranwala,4730,4890,4810
2/7/2024,Haroonabad,4650,4700,4675
2/7/2024,Hasilpur,4650,4700,4675
2/7/2024,Islamabad,4460,4950,4705
2/7/2024,Kahror Pakka,4620,4700,4660
2/7/2024,Khanpur,4760,4830,4795
2/7/2024,khanewal,4670,4900,4785
2/7/2024,Layyah,4540,4890,4715
2/7/2024,Lahore,4700,5030,4865
2/7/2024,Lodhran,4620,4740,4680
2/7/2024,Multan,4780,4820,4800
2/7/2024,Mianwali,4490,4700,4595
2/7/2024,Mian Channu,4850,5050,4950
2/7/2024,Minchanabad,4440,5060,4750
2/7/2024,Muzaffargarh,4500,4900,4700
2/7/2024,Okara,4820,4910,4865
2/7/2024,Pakpattan Sharif,4410,4530,4470
2/7/2024,Rahim Yar Khan,4650,4700,4675
2/7/2024,Rajanpur,4910,5030,4970
2/7/2024,Rawalpindi,4890,4980,4935
2/7/2024,Sadiqabad,4530,4930,4730
2/7/2024,Sargodha,4830,5030,4930
2/7/2024,Sheikhupura,4800,5090,4945
2/7/2024,Vehari,4520,4940,4730
2/7/2024,Naushahro Feroze,4670,4940,4805
2/7/2024,Shikarpur,4740,4990,4865
2/7/2024,Sukkur,4910,5020,4965
2/7/2024,Dadu,5000,5000,5000
2/7/2024,Hyderabad,4600,4920,4760
2/7/2024,Ghotki,4610,5030,4820
2/7/2024,Jhuddo,4490,4960,4725
2/7/2024,Karachi,4480,4530,4505
2/7/2024,Kunri,4580,5090,4835
2/7/2024,Larkana,4610,4740,4675
2/7/2024,Mehrabpur,4790,4880,4835
2/7/2024,Mirpur Khas,4650,4820,4735
2/7/2024,Nawab Shah,4580,5100,4840
2/7/2024,Sakrand,4490,4810,4650
2/7/2024,Sanghar,4500,4790,4645
2/7/2024,ShahdadPur,4675,4690,4682.5
2/7/2024,Tando Allah Yar,4650,4820,4735
2/7/2024,Tando Muhammad Khan,4760,4990,4875
2/7/2024,Sibi,4980,5040,5010
2/7/2024,Quetta,4460,4690,4575
2/7/2024,Bara,4600,4860,4730
2/7/2024,Landi Kotal,4630,4750,4690
2/8/2024,Bunner,4600,4780,4690
2/8/2024,Mardan,4550,4640,4595
2/8/2024,Peshawar,4440,4450,4445
2/8/2024,Arifwala,4690,4730,4710
2/8/2024,Chowk Azam,4500,4770,4635
2/8/2024,Pattoki,4720,5000,4860
2/8/2024,Sahiwal,4560,5010,4785
2/8/2024,Gojra,4660,4820,4740
2/8/2024,Kamalia,4910,5000,4955
2/8/2024,Kasur,4570,4630,4600
2/8/2024,Shorkot,4440,4960,4700
2/8/2024,Sialkot,4700,5000,4850
2/8/2024,Ali Pur,4690,4850,4770
2/8/2024,AhmadPur Sharqia,4560,4640,4600
2/8/2024,Bahawalnagar,4820,4830,4825
2/8/2024,Bahawalpur,4740,5080,4910
2/8/2024,Bhakkar,4670,4700,4685
2/8/2024,Burewala,4760,4840,4800
2/8/2024,Chichawatni,4560,4580,4570
2/8/2024,Chishtian,4640,4700,4670
2/8/2024,Chakwal,4820,5100,4960
2/8/2024,Chowk Munda,4660,4870,4765
2/8/2024,Dera Ghazi Khan,4710,5050,4880
2/8/2024,Dunga Bunga,4430,4950,4690
2/8/2024,Faisalabad,5020,5040,5030
2/8/2024,Faqirwali,4700,5070,4885
2/8/2024,Fazil Pur,4860,5070,4965
2/8/2024,Fortabbas,4670,5110,4890
2/8/2024,Gujranwala,4800,4800,4800
2/8/2024,Haroonabad,4540,4650,4595
2/8/2024,Hasilpur,4440,4610,4525
2/8/2024,Islamabad,4760,4850,4805
2/8/2024,Kahror Pakka,4600,4900,4750
2/8/2024,Khanpur,4860,4980,4920
2/8/2024,khanewal,4980,5050,5015
2/8/2024,Layyah,4680,4970,4825
2/8/2024,Lahore,4950,5040,4995
2/8/2024,Lodhran,4410,4530,4470
2/8/2024,Multan,4590,5050,4820
